headers
[<title>BoxRec: Manuel Ortiz</title>]
[<title>BoxRec: Benny Goldberg</title>]
[<title>BoxRec: Frenchy Savidan</title>]
[<title>BoxRec: Serio Mendoza</title>]
[<title>BoxRec: General Padilla</title>]
[<title>BoxRec: not found</title>]
[<title>BoxRec: Pablo Dano</title>]
[<title>BoxRec: Tony Navarro</title>]
[<title>BoxRec: Richie Lemos</title>]
